OTU	ERR2092865	ERR2092866	ERR2092867	ERR2092868	ERR2092869	ERR2092870	ERR2092871	ERR2092872	ERR2092873	ERR2092874	ERR2092875	ERR2092876	ERR2092877	ERR2092878	ERR2092879	ERR2092880	ERR2092881	ERR2092882	ERR2092883	ERR2092884	ERR2092885	ERR2092886	ERR2092887	ERR2092888	ERR2092889	ERR2092890	ERR2092891	ERR2092892	ERR2092893	ERR2092894	ERR2092895	ERR2092896	ERR2092897	ERR2092898	ERR2092899	ERR2092900
OTU_dn_303	9	5	2	13	15	7	6	5	9	6	8	5	6	5	7	3	4	4	10	1	13	11	7	7	2	2	11	15	10	6	12	2	3	3	6	10
AB630428.1.1409	17	62	12	35	52	87	89	18	32	69	51	60	74	26	34	17	59	44	27	62	41	37	51	34	50	28	57	98	40	62	24	34	32	27	35	27
FJ592913.1.1364	1	7	1	1	0	2	2	2	2	3	3	2	3	0	1	0	0	1	0	0	4	0	0	0	5	4	2	0	1	1	1	0	4	0	1	6
GQ500823.1.1450	3	13	3	4	10	8	12	6	4	8	9	1	18	5	6	11	12	2	4	2	3	7	6	3	12	7	7	5	4	9	3	13	14	12	6	11
FJ592643.1.1378	5	6	3	10	1	5	2	0	1	1	5	6	4	13	4	3	3	6	3	1	2	2	3	2	5	3	13	1	1	8	3	2	8	3	8	16
GU127808.1.1442	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
CBXT010004487.187.1541	5	8	10	35	0	5	3	0	0	0	4	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
OTU_dn_62	15	16	4	2	13	11	18	3	12	14	20	12	21	26	21	14	20	10	22	18	18	9	19	18	11	14	13	14	6	21	23	20	12	14	6	10
EF018222.1.1361	2	17	3	2	2	3	6	3	8	3	0	3	7	19	11	2	5	6	8	6	6	3	6	4	3	6	13	7	3	0	1	5	11	10	1	11
OTU_dn_141	11	13	6	21	24	22	26	7	35	8	6	6	23	14	3	4	7	4	22	7	9	10	12	3	4	8	6	29	11	25	14	17	0	1	1	1
HM265456.1.1335	16	28	5	28	14	13	22	7	13	15	17	29	32	33	37	17	17	7	18	9	25	18	37	21	13	10	26	15	22	8	27	21	64	64	46	66
OTU_dn_5648	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ793182.1.1534	2	0	0	5	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	1	5	1	1	3	0	0	0	2	1	0	2	0	2	2	6	3
GU444116.1.1501	1	3	1	3	7	2	8	0	0	3	3	1	2	1	0	2	0	0	0	0	3	0	0	3	2	1	2	1	1	4	0	3	1	0	1	0
OTU_dn_4917	2	9	2	1	4	5	4	7	6	6	2	9	8	3	4	6	3	9	2	7	4	4	10	2	8	4	5	8	2	5	5	7	1	1	0	0
OTU_dn_2952	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HG942166.1.1208	14	14	29	18	58	15	16	32	11	47	77	14	55	15	30	38	49	32	57	20	48	25	8	55	172	47	32	47	32	25	22	17	1	0	0	1
JF265756.1.1361	9	13	0	6	5	1	3	6	2	4	7	7	5	11	6	4	9	2	4	6	5	1	9	14	7	5	6	17	1	8	4	7	59	42	53	36
OTU_dn_3355	12	12	1	12	3	0	2	3	1	2	2	0	5	4	2	4	0	1	3	4	2	2	3	2	2	2	4	2	3	4	1	0	2	2	1	0
OTU_dn_881	1	0	0	1	0	0	1	0	1	1	0	0	1	2	2	1	0	0	1	0	2	1	0	1	0	1	3	4	1	2	2	0	8	5	6	1
EF516266.1.1384	2	2	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	2	0	1
OTU_dn_224	19	7	18	32	3	19	10	10	6	14	5	7	7	3	1	6	4	36	2	3	4	4	11	4	8	2	7	1	1	2	3	1	2	1	0	2
OTU_dn_3191	2	1	1	0	1	2	1	0	0	1	0	1	0	0	0	2	0	1	0	2	2	1	0	1	0	0	0	6	1	0	0	0	3	0	0	0
EF516915.1.1439	13	26	3	18	14	5	5	9	7	17	3	3	5	2	5	2	6	13	10	4	4	6	18	2	4	1	7	1	4	2	8	3	2	2	2	0
EU132017.1.1300	1	5	0	1	0	4	2	0	2	0	3	2	4	3	4	6	1	0	6	2	0	1	2	3	2	1	1	0	0	3	0	1	3	9	7	3
HQ114112.1.1402	3	6	0	4	0	3	3	1	6	0	11	0	3	7	0	0	1	5	7	0	3	4	8	3	8	4	0	5	1	2	2	2	11	3	2	2
KC255342.1.1484	8	16	1	9	10	10	10	9	5	11	2	5	19	6	9	7	15	8	13	10	1	5	10	7	8	6	13	7	4	3	5	8	5	2	3	4
GU359100.1.1474	8	13	3	7	7	4	6	1	10	5	6	6	8	11	12	15	6	3	8	11	6	4	3	11	5	4	7	15	8	2	7	5	13	9	7	6
HQ119269.1.1410	3	1	0	2	2	0	0	3	2	2	0	2	0	2	2	1	4	1	1	1	1	2	0	1	2	0	1	0	2	0	0	1	4	6	4	7
JF265971.1.1361	3	2	1	0	0	0	0	0	2	1	4	1	0	3	2	0	11	0	0	3	2	4	1	2	2	1	3	17	3	10	1	0	29	59	117	67
AB487257.1.1405	7	6	7	11	8	4	6	0	11	6	7	8	9	14	31	8	7	2	9	4	16	11	9	5	6	7	15	17	14	8	24	3	27	30	22	36
AB672128.1.1481	6	6	0	7	7	4	10	2	12	4	2	8	8	15	26	4	5	1	11	5	7	7	5	9	2	6	9	31	4	8	3	9	40	39	26	28
AM157346.1.1219	1	1	0	2	1	2	1	0	5	1	6	0	1	1	5	1	2	0	3	1	2	1	1	1	0	2	8	0	0	0	1	2	3	8	2	2
HM278424.1.1315	9	6	2	2	10	5	11	1	6	7	2	4	5	6	6	0	8	4	0	0	2	4	9	4	4	4	5	3	3	1	2	2	1	6	4	8
EF019594.1.1373	1	4	0	0	0	0	4	0	2	0	1	1	3	1	2	2	1	1	5	1	4	5	1	4	0	3	0	0	1	0	0	4	1	6	6	10
FJ479428.1.1498	8	3	0	3	4	1	6	1	2	1	4	1	2	2	0	0	1	5	5	0	3	2	5	1	1	1	0	5	0	2	4	6	1	2	0	1
JF185864.1.1382	16	0	51	0	4	4	0	9	1	2	0	0	0	0	0	2	0	6	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GCZP01012217.407.1747	1	2	0	1	1	0	0	0	0	0	1	18	0	1	0	14	0	0	0	3	1	1	0	0	37	0	3	0	0	1	5	0	0	3	3	12
EU134544.1.1318	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	2	2	1	2	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	4	3
OTU_dn_6116	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JF319288.1.1447	3	2	3	11	31	3	16	1	13	9	14	5	9	6	11	8	14	8	5	5	5	14	10	14	14	10	10	12	14	13	12	12	14	8	11	4
OTU_dn_2962	2	4	0	4	6	0	3	1	2	3	2	0	0	0	1	0	1	2	0	0	1	0	2	0	1	0	2	20	0	4	0	0	7	8	0	8
HM445538.1.1354	4	0	0	5	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0
GQ500734.1.1500	11	9	9	6	1	8	5	2	6	7	13	11	10	23	22	7	5	5	14	6	12	5	16	8	12	14	22	24	5	22	13	7	150	68	48	75
JQ426189.1.1442	16	39	8	26	51	18	40	10	30	18	25	28	42	36	28	44	45	15	53	32	12	33	23	38	36	25	28	86	14	47	17	49	113	119	124	115
OTU_dn_3879	2	0	0	2	0	3	0	1	1	1	9	3	0	2	2	0	1	0	1	2	2	2	3	1	0	5	8	1	2	8	1	1	4	3	2	3
JF428978.1.1444	17	46	5	23	13	16	30	8	13	17	3	10	33	26	20	5	9	25	13	6	8	13	14	12	18	14	13	11	14	6	7	8	14	25	12	17
HM270430.1.1341	2	4	4	4	3	4	3	1	9	4	4	12	3	1	4	7	7	11	3	2	9	3	9	3	21	0	7	0	7	0	4	5	0	0	0	2
GQ263821.1.1424	1	1	0	1	2	1	0	0	1	0	0	1	0	0	0	3	5	2	3	0	0	1	3	3	0	0	0	0	0	1	2	0	3	2	3	5
EF019298.1.1337	3	5	0	1	3	3	0	1	1	0	1	2	4	4	6	2	6	1	5	3	3	1	3	8	1	4	0	5	1	5	2	1	15	25	24	24
OTU_dn_588	29	27	1	35	10	3	8	3	12	10	13	3	7	4	1	5	12	1	12	3	4	9	20	7	4	3	4	5	7	8	6	2	4	5	10	5
HM131964.1.1519	2	1	0	2	7	3	7	0	3	1	5	1	3	9	6	3	5	0	2	3	4	0	4	6	4	3	2	10	4	1	4	9	25	18	14	15
OTU_dn_1160	4	9	3	9	5	9	12	4	4	3	1	5	8	2	7	2	1	9	2	7	9	2	5	3	2	0	7	6	4	1	3	8	2	4	2	3
OTU_dn_859	6	4	1	1	7	3	10	2	0	1	1	1	2	1	3	0	1	1	1	0	0	2	3	2	1	3	1	0	1	2	3	0	1	1	0	1
GQ396924.1.1488	8	37	15	22	20	25	42	17	24	44	43	34	39	21	47	21	31	28	15	20	16	19	24	21	35	28	47	40	14	24	16	20	19	13	10	9
EU134164.1.1321	1	0	0	0	1	3	0	0	1	0	0	1	3	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	1	0	2	0	2	1
OTU_dn_5131	2	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	1	0	0	3	2	0	1
AB486344.1.1358	1	16	0	4	3	7	9	1	6	3	4	8	4	7	2	0	2	1	3	1	3	0	3	4	5	1	3	0	1	5	2	4	3	0	2	2
AUFB01000074.4313.5762	28	20	46	37	32	27	22	54	31	45	19	30	18	26	23	20	33	44	37	25	30	40	26	23	16	55	35	10	38	16	64	32	0	0	0	0
DQ395983.1.1546	6	6	1	4	8	2	3	0	4	2	0	8	7	2	5	2	0	0	6	5	2	3	2	1	1	3	4	0	1	5	5	2	3	12	9	6
LC026933.1.1449	23	33	5	28	7	7	16	10	6	8	6	17	18	5	9	15	7	5	2	12	13	1	21	8	5	1	10	3	10	5	3	5	1	4	0	7
JN592710.1.1383	22	39	8	37	31	39	44	15	30	16	20	39	50	40	45	15	28	21	50	43	46	26	39	24	18	10	27	33	25	11	26	24	42	32	25	32
OTU_dn_485	3	8	0	1	3	0	4	3	8	2	3	2	8	4	5	1	4	1	2	1	3	6	0	3	2	0	4	0	3	3	1	3	8	4	3	3
EA273526.1.1306	2	2	1	4	1	0	0	0	2	0	2	2	1	3	1	0	0	0	1	3	2	1	0	1	2	1	2	0	1	0	1	4	8	10	19	4
AB594693.1.1488	5	6	1	9	4	1	7	0	13	1	5	3	3	10	14	5	9	1	13	8	6	8	1	11	4	4	2	2	5	9	9	2	4	1	1	5
OTU_dn_1351	12	13	0	10	5	4	0	0	0	1	0	0	2	1	0	0	0	18	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_dn_5063	1	1	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	1	0	1	0	1	2	1	0	2	3	3	1	0	1	1	5	6	5	5
OTU_dn_4957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HM061738.1.1444	2	1	0	0	0	2	4	1	6	0	3	1	4	4	6	4	2	0	11	3	5	0	0	1	2	4	5	4	4	1	5	2	14	8	5	6
HQ597858.1.1508	8	18	4	6	11	10	8	4	9	7	16	10	13	16	10	5	7	7	12	12	9	7	14	4	6	7	6	4	9	5	12	8	35	18	15	5
LN567932.1.1382	1	1	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	4	0	5	0	2	1
HM438232.1.1457	4	2	0	3	2	0	5	3	2	1	2	2	2	4	4	6	3	0	10	9	7	3	3	2	0	2	3	0	10	0	5	1	5	7	0	4
OTU_dn_220	4	8	2	5	2	5	3	0	0	1	0	2	4	0	1	2	1	5	0	0	2	3	9	1	0	4	7	0	0	0	1	0	1	3	1	1
OTU_dn_2880	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU_dn_2643	4	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
OTU_dn_52	22	29	14	22	45	51	51	32	7	51	7	20	36	7	7	4	10	39	6	9	6	3	53	8	6	5	21	0	9	1	11	8	2	0	0	0
EU133884.1.1364	13	22	5	16	12	24	23	4	22	18	18	23	26	16	16	18	33	4	30	21	33	9	15	32	27	14	20	48	21	10	15	41	21	36	17	26
OTU_dn_498	9	9	0	8	0	1	1	1	1	0	4	2	1	3	5	0	0	1	1	1	1	0	2	0	4	0	4	4	0	0	0	2	4	7	1	3
GU134623.1.1403	2	10	4	10	2	15	9	7	4	5	18	9	7	3	5	6	3	5	5	2	7	6	3	12	13	6	10	1	6	6	2	0	3	0	0	2
AB630581.1.1469	4	6	0	3	4	2	6	1	7	1	9	8	4	4	7	3	7	1	4	5	0	4	4	1	3	3	1	0	4	6	7	6	7	7	7	5
OTU_dn_384	5	4	0	2	2	4	5	0	6	4	3	7	2	9	7	4	2	2	6	5	6	4	4	3	1	4	11	6	5	3	3	4	6	14	6	9
OTU_dn_794	4	2	0	14	10	1	0	1	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_dn_2745	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU_dn_4139	11	0	3	5	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0
FM200902.1.1416	9	6	9	15	5	12	5	3	0	3	0	2	5	2	3	3	1	8	1	0	0	2	3	1	2	2	3	3	2	10	0	0	4	9	11	8
AF507705.1.1443	11	18	3	21	17	8	17	3	13	7	7	10	21	23	16	6	14	5	11	10	11	13	13	14	4	6	22	7	6	12	8	15	5	8	9	15
AY921874.1.1367	11	31	2	17	26	43	32	8	26	27	17	16	25	14	15	15	6	11	9	24	18	13	35	12	21	3	15	15	4	0	10	13	9	13	7	7
AB504963.1.1466	13	4	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KT182505.1.1455	7	2	3	7	2	2	1	5	0	8	3	0	2	0	1	0	2	7	0	1	1	0	1	1	2	4	1	4	2	0	0	1	0	0	0	0
OTU_dn_853	4	1	1	5	2	2	2	0	7	3	3	2	0	6	8	3	7	2	7	3	6	6	3	1	2	7	4	8	2	5	7	2	3	16	21	17
JN941787.1.1435	1	17	0	1	1	0	10	2	0	1	3	2	2	4	6	0	0	1	2	1	4	1	3	3	0	1	0	0	1	0	1	4	2	1	4	1
OTU_dn_1891	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
EF018681.1.1385	5	11	0	10	6	2	8	1	5	3	2	6	4	5	10	4	5	4	2	3	4	2	4	4	5	2	6	13	3	3	4	4	13	13	20	22
AB630698.1.1402	12	25	1	16	33	28	22	7	14	25	9	4	24	9	7	5	19	21	8	13	10	21	17	10	18	13	12	14	9	8	2	13	2	0	0	2
OTU_dn_1183	8	3	0	1	1	1	0	0	1	1	3	1	6	3	3	3	0	0	1	1	1	2	0	3	0	1	0	0	0	7	3	0	1	9	15	7
OTU_dn_1258	6	3	0	4	0	0	2	2	0	1	0	0	0	0	0	3	0	0	0	0	0	1	6	0	0	0	1	0	0	4	0	0	0	0	1	2
AB930596.1.1445	10	9	6	10	4	2	4	3	7	2	13	4	2	5	10	3	14	0	10	6	8	1	7	0	1	0	1	7	4	13	5	2	5	14	11	15
FN811222.1.1525	11	10	0	11	14	17	16	5	15	6	5	11	19	6	7	5	12	7	14	11	9	8	8	7	7	4	12	8	8	5	9	8	4	11	5	4
AY604054.1.1495	8	9	1	6	12	1	2	1	5	6	5	5	6	6	8	2	2	5	7	5	8	6	8	4	7	3	10	12	6	5	2	4	13	10	8	5
AF529343.1.1408	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	2	1	0	0	1	0	0	2	0	1	7	0	0	0	0	2	11	14	4
EF516609.1.1430	13	28	3	17	20	22	45	13	42	38	9	16	45	31	34	17	14	10	35	17	21	26	22	13	13	17	45	3	27	4	32	17	25	31	31	38
OTU_dn_1569	2	0	0	0	0	0	2	0	3	0	2	0	2	0	0	1	3	0	5	0	0	1	0	2	1	1	2	0	4	0	2	2	1	0	1	2
OTU_dn_3285	1	0	0	0	2	0	1	0	0	0	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0
OTU_dn_2412	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_dn_389	2	6	3	5	11	7	18	1	14	4	7	8	8	5	7	3	10	9	17	4	10	9	7	13	1	2	6	10	7	10	10	12	6	4	1	6
FR691416.1.1439	5	3	1	2	1	2	4	1	7	2	5	6	5	2	5	5	1	1	1	3	1	1	1	7	16	0	7	15	2	3	0	3	0	0	0	0
OTU_dn_8	4	29	4	3	37	19	17	5	221	15	229	169	61	40	141	768	231	6	260	138	65	44	47	105	357	89	71	153	75	221	68	509	21	15	8	13
OTU_dn_5079	3	2	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU134440.1.1386	2	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
OTU_dn_1020	9	14	2	9	5	4	6	0	12	1	4	7	4	13	5	5	3	1	2	4	3	1	9	5	7	2	4	2	3	9	6	2	2	2	5	3
OTU_dn_1740	2	12	0	1	3	3	3	2	0	5	0	3	2	0	1	0	0	0	0	0	1	0	4	2	1	1	0	0	0	0	1	1	0	0	0	4
HQ598282.1.1507	8	20	3	10	17	6	13	2	21	3	16	18	19	23	19	7	20	4	23	10	17	14	11	16	10	12	18	15	7	13	14	12	45	34	20	30
AY673403.1.1431	5	7	2	1	3	0	3	2	1	0	1	5	4	5	6	1	1	0	4	0	2	7	1	2	1	1	3	9	5	0	2	1	3	5	0	4
KC172327.1.1482	3	4	0	1	1	0	0	1	0	0	0	0	0	1	3	0	0	2	0	1	1	0	2	0	0	0	5	0	0	0	0	1	2	0	3	2
FJ004706.1.1378	15	19	7	19	13	20	18	11	9	13	11	15	25	18	14	7	8	16	19	11	13	6	15	4	5	4	13	12	7	1	8	14	7	8	6	11
FN421505.1.1373	2	9	0	2	4	2	6	2	1	0	10	2	1	2	1	4	2	2	4	1	1	2	1	3	6	0	1	0	1	0	1	5	7	0	1	1
EU134013.1.1324	2	1	1	1	0	0	0	0	0	1	0	0	0	2	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	1
OTU_dn_1136	3	5	1	2	5	0	2	0	1	1	2	0	1	0	2	2	0	0	0	1	3	0	2	2	0	1	1	0	1	3	2	6	3	0	0	1
OTU_dn_532	5	4	1	6	4	3	2	1	4	2	2	2	0	3	5	0	1	2	4	4	6	1	3	0	2	1	3	0	2	4	5	2	4	10	7	5
LN560151.1.1333	2	0	1	0	0	2	0	1	0	2	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
JF139660.1.1359	3	18	43	2	11	10	9	14	10	32	6	12	26	12	11	5	7	25	7	13	7	10	14	11	13	10	11	23	6	6	7	4	2	1	2	1
KP744010.1.1399	5	3	10	4	2	4	4	8	4	13	2	4	6	2	0	1	3	10	4	4	2	9	4	1	2	7	9	0	3	0	3	3	1	0	0	0
GQ202633.1.1458	4	2	1	4	0	1	4	0	4	2	2	3	2	3	3	7	0	2	3	2	6	0	6	4	0	4	3	9	2	0	3	2	2	6	5	2
JN417571.1.1521	9	27	21	19	18	31	41	18	28	27	41	37	32	49	36	20	40	13	53	33	28	24	42	28	20	17	62	17	24	6	31	23	42	15	18	38
HM270009.1.1392	23	18	4	44	8	22	23	5	12	16	11	14	25	22	17	10	21	15	16	14	25	14	16	9	11	11	24	11	20	5	20	13	25	43	26	48
FQ658633.1.1333	2	3	1	6	4	1	3	1	1	0	1	5	2	8	3	1	1	2	0	7	4	1	1	1	4	1	1	0	3	0	2	0	10	3	6	8
EF516002.1.1431	4	7	9	7	1	1	2	5	0	6	4	0	5	3	2	1	1	9	0	1	1	0	0	0	3	1	3	0	0	0	1	0	0	0	0	0
GQ202672.1.1426	23	48	58	25	53	102	77	23	100	40	108	123	21	84	69	173	91	14	48	50	192	99	201	317	184	53	182	101	388	76	147	167	14	5	9	6
JF204060.1.1296	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	3	2
OTU_dn_751	2	3	0	4	4	3	0	0	1	3	3	0	2	1	1	1	3	5	1	1	1	4	0	0	0	3	4	0	0	0	2	4	0	1	7	0
EU134097.1.1320	3	3	1	4	2	1	2	3	3	0	1	2	5	3	3	3	1	6	2	6	0	0	6	0	0	5	4	0	0	0	2	2	1	1	6	8
KU177022.1.1446	1	3	2	3	2	4	8	1	3	2	2	15	4	1	7	2	2	2	3	5	7	4	8	10	1	3	6	0	6	0	4	3	0	0	0	0
FJ479204.1.1466	1	0	1	0	0	0	0	0	0	0	2	1	2	0	0	1	2	0	1	0	0	0	1	0	2	0	1	3	0	0	1	0	1	5	4	2
HQ120052.1.1427	1	1	0	1	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2
OTU_dn_738	5	4	1	2	4	4	2	1	4	0	3	0	9	4	3	0	3	1	7	2	4	0	1	1	1	1	0	0	1	0	3	0	9	16	3	4
JF199089.1.1355	2	1	0	4	3	11	17	1	10	5	1	4	12	1	4	5	8	4	3	15	4	0	0	2	4	2	2	5	1	3	8	3	1	7	2	5
GU569147.1.1451	6	0	3	6	0	3	7	2	9	0	8	6	0	1	2	7	1	2	1	2	0	5	1	10	2	0	0	1	3	1	6	1	1	0	0	0
HM186636.1.1345	6	3	0	1	3	2	2	2	5	1	2	1	2	5	2	1	2	2	1	2	5	4	0	1	0	1	5	0	2	0	4	0	0	1	0	2
HM240922.1.1307	7	29	4	9	17	21	27	9	36	12	16	28	36	12	22	19	25	7	31	18	11	17	24	19	26	5	13	34	19	16	21	37	14	18	13	20
OTU_dn_529	3	2	0	5	1	0	0	0	0	0	0	1	3	1	3	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	2	0	6	18	31	5
KC994758.1.1445	13	59	83	63	76	128	116	88	258	49	131	233	56	44	113	222	58	29	113	186	212	180	123	652	333	107	148	71	174	65	278	45	2	0	1	1
HF952657.1.1429	9	34	10	20	8	67	19	16	99	5	76	92	41	55	129	182	45	14	145	59	113	17	109	85	74	23	77	97	105	275	36	95	4	2	2	2
OTU_dn_3035	2	1	0	1	0	0	1	0	1	0	0	0	1	5	4	0	1	0	1	0	0	1	0	2	1	1	2	0	0	0	0	0	6	8	5	2
EF019389.1.1361	2	4	0	0	0	1	1	0	1	1	0	0	0	3	2	3	1	0	2	1	0	0	0	1	0	0	0	1	0	1	2	2	5	4	2	2
OTU_dn_56	6	23	11	20	39	25	34	19	63	24	30	41	22	36	27	47	54	8	57	60	40	44	24	23	47	19	31	69	41	33	70	55	35	18	31	46
OTU_dn_5499	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ534629.1.1291	9	16	0	14	2	4	0	1	1	4	4	0	5	2	6	2	3	1	1	0	1	1	10	4	11	2	4	15	6	1	1	2	10	6	2	7
OTU_dn_208	4	1	1	6	2	0	2	1	3	5	9	9	5	13	8	3	6	3	5	2	4	1	7	3	9	13	5	4	3	3	2	1	26	22	17	23
EF648038.1.1469	22	46	22	46	5	6	12	19	2	17	3	7	12	2	3	5	6	25	3	2	2	1	12	1	4	0	3	0	1	3	0	0	3	0	0	0
OTU_dn_248	6	7	1	6	3	3	2	0	4	6	0	0	4	3	7	2	5	0	4	2	4	3	3	6	4	4	2	10	3	14	4	4	6	6	4	6
OTU_dn_955	3	3	0	5	6	2	4	0	4	0	2	2	1	3	2	1	0	0	7	3	2	4	3	1	1	2	4	0	2	3	1	4	14	7	17	11
AB240346.1.1495	11	11	5	9	7	12	13	5	8	16	10	6	7	14	17	9	13	9	17	7	8	5	14	9	10	11	17	35	7	15	7	16	59	60	41	52
EF516673.1.1438	9	23	2	9	2	6	2	2	3	4	6	2	7	1	5	0	3	4	3	1	5	5	5	9	15	3	5	6	0	3	0	0	17	5	1	4
HQ598570.1.1474	15	53	10	27	25	70	68	21	49	41	30	35	75	74	56	31	63	17	47	30	39	38	29	43	29	34	53	73	26	44	34	31	73	63	52	111
OTU_dn_521	7	6	2	8	2	8	9	2	9	6	9	5	4	6	12	3	4	8	6	9	10	7	2	2	5	2	8	13	6	3	5	1	16	7	14	18
EF018468.1.1366	24	33	5	32	57	23	44	14	47	23	15	18	39	43	26	12	32	14	32	17	34	18	44	21	14	12	29	32	15	18	24	18	37	46	73	49
AM935602.1.1336	1	3	2	3	7	3	5	2	4	2	7	0	4	6	9	8	6	0	1	2	6	5	3	1	7	5	3	4	1	4	3	2	11	4	7	6
GQ984330.1.1503	20	179	45	146	848	147	58	9	32	5	8	2	57	9	33	39	99	2	32	2	287	52	34	66	31	1	68	59	47	25	8	40	1	0	0	0
JX534192.1.1476	7	2	3	2	13	11	7	12	3	16	2	3	6	3	4	2	8	8	2	2	11	12	6	4	2	9	7	0	12	0	7	3	0	0	0	0
EU132418.1.1367	3	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	3	0
HQ379854.1.1431	1	1	2	0	0	0	0	0	4	1	0	0	0	1	3	2	5	0	0	3	1	2	0	2	1	0	1	3	3	1	5	1	1	0	0	0
OTU_dn_465	9	11	2	9	4	7	3	0	8	2	3	9	7	12	10	2	10	2	6	3	6	4	7	3	1	3	11	10	2	1	7	6	10	40	14	16
OTU_dn_5298	1	8	0	0	0	0	0	1	0	2	0	0	3	3	0	0	0	0	0	0	4	0	2	1	1	0	0	0	0	2	1	0	0	1	1	1
OTU_dn_4061	1	6	1	1	0	0	1	1	0	0	2	0	0	1	1	0	1	0	0	0	1	1	1	0	1	5	0	0	1	0	0	0	1	1	0	0
DQ297976.1.1448	4	30	4	10	28	8	37	10	18	15	18	25	18	26	15	14	16	10	14	15	6	12	9	13	14	16	12	4	7	15	22	17	5	6	18	20
OTU_dn_3413	2	1	0	0	0	0	0	4	0	1	2	2	2	0	1	1	0	3	0	0	2	1	0	1	2	1	0	0	5	0	6	1	0	0	0	0
OTU_dn_3001	2	2	1	1	0	0	0	1	0	1	0	1	0	3	2	0	0	1	4	0	5	2	2	0	0	0	2	0	1	0	0	0	0	0	0	1
